algorithm_name,env_n,size,best_solution,H,states,time
SA,19,10,"[3, 7, 0, 2, 9, 1, 8, 5, 3, 6]",2,89,0.0013840198516845703
SA,20,10,"[5, 5, 9, 4, 0, 8, 6, 1, 3, 7]",2,89,0.0013360977172851562
SA,21,10,"[5, 8, 0, 3, 0, 2, 8, 6, 9, 1]",2,89,0.0013518333435058594
SA,22,10,"[8, 3, 9, 6, 8, 0, 7, 0, 2, 1]",3,89,0.0014035701751708984
SA,23,10,"[8, 6, 2, 0, 7, 9, 0, 5, 3, 1]",2,89,0.0013871192932128906
SA,24,10,"[2, 0, 6, 1, 7, 4, 7, 2, 8, 3]",4,89,0.0013484954833984375
SA,25,10,"[5, 2, 0, 9, 6, 9, 1, 4, 8, 3]",2,89,0.0013234615325927734
SA,26,10,"[2, 4, 6, 0, 3, 7, 7, 3, 1, 9]",3,89,0.0013551712036132812
SA,27,10,"[9, 1, 5, 8, 0, 7, 4, 2, 0, 6]",2,89,0.001425027847290039
SA,28,10,"[2, 5, 8, 0, 7, 1, 6, 0, 9, 4]",2,89,0.0013928413391113281
SA,29,10,"[1, 1, 5, 7, 2, 4, 8, 6, 0, 2]",3,89,0.0013382434844970703
GA,0,10,"[3, 9, 2, 5, 8, 1, 7, 4, 6, 0]",0,600,0.02946019172668457
GA,1,10,"[5, 1, 8, 0, 3, 6, 9, 2, 4, 7]",0,1400,0.06895852088928223
GA,2,10,"[3, 5, 2, 8, 1, 7, 4, 6, 9, 0]",0,400,0.017325878143310547
GA,3,10,"[4, 7, 3, 6, 9, 2, 0, 5, 8, 1]",0,1200,0.060843467712402344
GA,4,10,"[7, 4, 1, 9, 2, 6, 8, 3, 5, 0]",0,1300,0.07660746574401855
GA,5,10,"[5, 1, 8, 0, 3, 6, 9, 2, 4, 7]",0,4100,0.21219730377197266
GA,6,10,"[1, 8, 5, 7, 9, 0, 2, 4, 6, 3]",0,4900,0.23717260360717773
GA,7,10,"[3, 1, 4, 7, 9, 2, 5, 8, 6, 0]",0,500,0.023091793060302734
GA,8,10,"[3, 8, 2, 7, 9, 0, 5, 1, 4, 6]",0,2900,0.1401667594909668
GA,9,10,"[7, 2, 0, 3, 9, 5, 8, 1, 4, 6]",1,10000,0.49106311798095703
GA,10,10,"[3, 7, 4, 8, 0, 9, 6, 2, 5, 1]",0,5600,0.2702901363372803
GA,11,10,"[1, 4, 7, 5, 8, 2, 0, 3, 6, 9]",0,1200,0.0584869384765625
GA,12,10,"[4, 2, 5, 8, 1, 3, 6, 9, 7, 0]",0,600,0.02794790267944336
GA,13,10,"[4, 2, 7, 9, 1, 3, 0, 6, 8, 5]",0,700,0.03355979919433594
GA,14,10,"[0, 7, 5, 2, 8, 1, 4, 9, 3, 6]",0,400,0.016910791397094727
GA,15,10,"[9, 2, 4, 8, 1, 3, 6, 0, 7, 5]",0,1700,0.08258438110351562
GA,16,10,"[5, 9, 4, 6, 0, 2, 7, 1, 3, 8]",0,1600,0.080474853515625
GA,17,10,"[0, 5, 3, 9, 6, 8, 2, 4, 1, 7]",0,3200,0.15373969078063965
GA,18,10,"[6, 1, 7, 0, 8, 3, 5, 9, 2, 4]",0,900,0.04340362548828125
GA,19,10,"[0, 4, 7, 9, 6, 3, 1, 8, 5, 2]",0,600,0.027890443801879883
GA,20,10,"[8, 5, 2, 6, 3, 0, 7, 9, 4, 1]",0,500,0.022109031677246094
GA,21,10,"[7, 0, 4, 8, 1, 5, 9, 2, 6, 3]",0,1100,0.05392122268676758
GA,22,10,"[9, 4, 6, 3, 0, 7, 1, 8, 5, 2]",0,500,0.0219724178314209
GA,23,10,"[7, 5, 1, 8, 0, 3, 6, 9, 2, 4]",0,1300,0.06303954124450684
GA,24,10,"[3, 7, 0, 8, 1, 4, 6, 9, 2, 5]",0,3100,0.1512596607208252
GA,25,10,"[0, 3, 6, 9, 7, 1, 4, 2, 5, 8]",0,1000,0.04836535453796387
GA,26,10,"[7, 9, 4, 8, 0, 3, 6, 2, 5, 1]",1,10000,0.4873671531677246
GA,27,10,"[0, 7, 5, 2, 8, 1, 3, 9, 6, 4]",0,900,0.042649269104003906
GA,28,10,"[6, 3, 9, 4, 8, 0, 2, 7, 5, 1]",0,900,0.04376721382141113
GA,29,10,"[9, 5, 2, 8, 3, 0, 7, 1, 4, 6]",0,600,0.027772903442382812
random,0,12,"[1, 10, 7, 5, 9, 11, 4, 10, 7, 3, 2, 8]",4,10000,0.19715166091918945
random,1,12,"[11, 4, 0, 8, 5, 9, 1, 3, 0, 11, 7, 10]",3,10000,0.19577550888061523
random,2,12,"[0, 4, 6, 8, 11, 4, 7, 3, 10, 6, 2, 9]",3,10000,0.19542837142944336
random,3,12,"[1, 8, 4, 6, 9, 0, 10, 1, 4, 2, 7, 10]",4,10000,0.19483661651611328
random,4,12,"[1, 6, 11, 9, 5, 0, 10, 4, 7, 5, 0, 2]",4,10000,0.19076752662658691
random,5,12,"[10, 6, 4, 9, 0, 9, 3, 6, 8, 1, 11, 2]",4,10000,0.1907038688659668
random,6,12,"[2, 8, 10, 4, 7, 11, 6, 3, 5, 0, 9, 1]",4,10000,0.19342589378356934
random,7,12,"[11, 3, 0, 8, 10, 0, 10, 5, 1, 6, 9, 7]",4,10000,0.1920487880706787
random,8,12,"[0, 11, 4, 11, 5, 0, 10, 10, 2, 9, 1, 8]",4,10000,0.1947338581085205
random,9,12,"[1, 6, 9, 1, 8, 4, 5, 3, 0, 11, 7, 2]",3,10000,0.19429779052734375
random,10,12,"[5, 9, 2, 4, 10, 3, 0, 11, 1, 8, 9, 7]",3,10000,0.19023346900939941
random,11,12,"[6, 4, 2, 0, 5, 10, 8, 3, 1, 7, 2, 10]",3,10000,0.1932680606842041
random,12,12,"[7, 1, 10, 5, 4, 0, 3, 3, 11, 8, 6, 9]",4,10000,0.18928194046020508
random,13,12,"[5, 1, 6, 10, 0, 4, 9, 3, 6, 2, 8, 1]",4,10000,0.19538331031799316
random,14,12,"[11, 6, 9, 5, 10, 8, 0, 3, 1, 7, 2, 11]",2,10000,0.1930394172668457
random,15,12,"[0, 4, 6, 8, 2, 11, 7, 1, 10, 5, 7, 4]",3,10000,0.19436073303222656
random,16,12,"[1, 11, 1, 5, 7, 4, 11, 0, 2, 6, 8, 3]",3,10000,0.19163060188293457
random,17,12,"[7, 2, 6, 11, 1, 1, 4, 10, 8, 9, 9, 3]",4,10000,0.1945631504058838
random,18,12,"[4, 9, 0, 3, 3, 0, 2, 8, 1, 11, 1, 7]",4,10000,0.1957569122314453
random,19,12,"[6, 8, 5, 1, 4, 7, 10, 3, 0, 11, 9, 2]",2,10000,0.19370555877685547
random,20,12,"[4, 2, 8, 10, 1, 10, 5, 9, 11, 7, 4, 6]",3,10000,0.19559121131896973
random,21,12,"[8, 10, 4, 6, 9, 2, 0, 11, 10, 7, 5, 1]",4,10000,0.1921987533569336
random,22,12,"[3, 0, 8, 4, 6, 9, 10, 1, 11, 4, 2, 7]",4,10000,0.1932830810546875
random,23,12,"[8, 1, 7, 9, 2, 6, 11, 1, 10, 4, 9, 3]",4,10000,0.192732572555542
random,24,12,"[5, 1, 8, 4, 7, 3, 0, 9, 11, 6, 6, 10]",3,10000,0.19302058219909668
random,25,12,"[9, 3, 5, 10, 2, 6, 11, 11, 8, 0, 0, 3]",4,10000,0.19094038009643555
random,26,12,"[8, 5, 1, 9, 11, 4, 4, 7, 11, 2, 6, 3]",4,10000,0.19022297859191895
random,27,12,"[10, 0, 2, 10, 8, 11, 7, 9, 6, 5, 1, 4]",4,10000,0.19325757026672363
random,28,12,"[8, 3, 8, 10, 4, 7, 9, 2, 6, 2, 11, 5]",4,10000,0.19895100593566895
random,29,12,"[4, 1, 5, 11, 7, 11, 4, 2, 10, 3, 9, 6]",4,10000,0.1980915069580078
HC,0,12,"[6, 8, 0, 4, 1, 7, 11, 10, 2, 5, 9, 3]",2,793,0.00986623764038086
HC,1,12,"[2, 9, 6, 4, 0, 11, 5, 7, 10, 6, 3, 1]",2,661,0.008087158203125
HC,2,12,"[0, 6, 1, 5, 7, 11, 10, 8, 4, 1, 3, 9]",2,661,0.009953498840332031
HC,3,12,"[3, 6, 8, 2, 11, 9, 7, 1, 4, 1, 10, 0]",2,793,0.00963902473449707
HC,4,12,"[7, 4, 1, 11, 2, 7, 10, 3, 9, 0, 5, 8]",1,925,0.011461257934570312
HC,5,12,"[9, 4, 2, 5, 11, 1, 1, 8, 0, 7, 3, 10]",3,529,0.0065915584564208984
HC,6,12,"[9, 1, 8, 4, 11, 0, 2, 10, 6, 11, 3, 5]",1,925,0.011327981948852539
HC,7,12,"[5, 2, 6, 10, 0, 4, 8, 1, 3, 9, 0, 8]",3,397,0.004641532897949219
HC,8,12,"[3, 5, 9, 2, 9, 11, 8, 1, 4, 10, 0, 6]",1,1057,0.012998819351196289
HC,9,12,"[11, 9, 7, 4, 2, 0, 10, 1, 5, 8, 6, 3]",1,925,0.011363983154296875
HC,10,12,"[7, 0, 6, 1, 9, 0, 3, 8, 4, 2, 10, 5]",1,1057,0.012835264205932617
HC,11,12,"[6, 4, 1, 5, 11, 9, 3, 0, 2, 7, 10, 0]",1,1189,0.014127016067504883
HC,12,12,"[1, 4, 10, 8, 10, 5, 2, 6, 0, 11, 7, 4]",3,397,0.0046007633209228516
HC,13,12,"[4, 4, 10, 10, 2, 11, 3, 0, 7, 5, 1, 6]",2,925,0.010788440704345703
HC,14,12,"[1, 9, 5, 10, 4, 3, 0, 11, 7, 2, 6, 8]",1,1057,0.013648509979248047
HC,15,12,"[3, 0, 6, 8, 0, 2, 4, 9, 1, 10, 5, 11]",1,925,0.01402425765991211
HC,16,12,"[5, 1, 7, 9, 6, 3, 0, 11, 8, 10, 1, 4]",3,925,0.010943889617919922
HC,17,12,"[9, 4, 8, 5, 0, 2, 11, 11, 7, 10, 3, 1]",1,925,0.010700464248657227
HC,18,12,"[6, 1, 9, 7, 5, 3, 8, 0, 11, 4, 2, 10]",0,925,0.010579824447631836
HC,19,12,"[10, 0, 7, 4, 11, 3, 6, 10, 8, 5, 9, 2]",3,793,0.009289264678955078
HC,20,12,"[11, 8, 6, 3, 10, 10, 1, 5, 9, 2, 0, 7]",2,661,0.0076177120208740234
HC,21,12,"[4, 6, 11, 5, 10, 0, 0, 3, 7, 9, 2, 8]",1,793,0.009119749069213867
HC,22,12,"[9, 3, 0, 2, 7, 2, 11, 1, 8, 10, 5, 1]",2,529,0.006199359893798828
HC,23,12,"[4, 8, 0, 9, 4, 10, 1, 3, 5, 2, 11, 3]",2,793,0.0092926025390625
HC,24,12,"[4, 6, 9, 2, 0, 8, 3, 5, 10, 10, 1, 11]",3,661,0.007699728012084961
HC,25,12,"[3, 1, 3, 11, 10, 7, 0, 4, 0, 2, 9, 6]",4,661,0.007595539093017578
HC,26,12,"[11, 8, 10, 3, 1, 9, 5, 0, 2, 7, 0, 6]",3,661,0.008027315139770508
HC,27,12,"[10, 7, 11, 4, 2, 9, 3, 1, 4, 8, 5, 0]",2,793,0.009084224700927734
HC,28,12,"[7, 4, 2, 5, 9, 11, 0, 3, 1, 10, 8, 6]",0,925,0.01079869270324707
HC,29,12,"[8, 1, 5, 9, 9, 4, 8, 11, 2, 10, 6, 0]",2,661,0.007768869400024414
SA,0,12,"[8, 4, 0, 10, 8, 7, 5, 2, 9, 6, 1, 3]",3,89,0.0016772747039794922
SA,1,12,"[4, 9, 1, 6, 11, 7, 11, 8, 3, 0, 6, 8]",5,89,0.0016756057739257812
SA,2,12,"[3, 1, 8, 5, 8, 10, 7, 2, 6, 11, 9, 0]",2,89,0.0017237663269042969
SA,3,12,"[5, 9, 0, 6, 10, 11, 0, 4, 7, 9, 3, 1]",3,89,0.0016565322875976562
SA,4,12,"[8, 10, 1, 7, 2, 10, 9, 0, 4, 4, 11, 3]",3,89,0.0017349720001220703
SA,5,12,"[9, 3, 8, 2, 7, 1, 6, 0, 5, 6, 11, 9]",3,89,0.0016481876373291016
SA,6,12,"[1, 3, 0, 2, 9, 4, 10, 7, 11, 6, 1, 6]",3,89,0.0016443729400634766
SA,7,12,"[9, 2, 4, 11, 0, 10, 1, 11, 6, 8, 10, 5]",3,89,0.0017099380493164062
SA,8,12,"[3, 5, 11, 0, 9, 6, 1, 9, 2, 8, 4, 1]",5,89,0.0016362667083740234
SA,9,12,"[9, 6, 9, 7, 4, 1, 8, 5, 11, 6, 3, 10]",2,89,0.001642465591430664
SA,10,12,"[11, 5, 5, 0, 9, 10, 8, 3, 1, 7, 2, 6]",2,89,0.0016710758209228516
SA,11,12,"[9, 6, 4, 2, 7, 3, 1, 7, 5, 10, 0, 5]",3,89,0.0016331672668457031
SA,12,12,"[9, 4, 8, 0, 0, 11, 1, 6, 10, 3, 5, 2]",4,89,0.001628875732421875
SA,13,12,"[7, 9, 2, 5, 10, 10, 3, 6, 11, 0, 6, 8]",5,89,0.0017006397247314453
SA,14,12,"[7, 9, 2, 5, 0, 10, 0, 4, 11, 8, 3, 1]",2,89,0.0016598701477050781
SA,15,12,"[4, 1, 8, 4, 9, 7, 0, 6, 3, 5, 8, 10]",4,89,0.0016417503356933594
SA,16,12,"[9, 7, 1, 7, 0, 0, 11, 10, 6, 10, 3, 5]",4,89,0.0016596317291259766
SA,17,12,"[3, 6, 9, 2, 4, 1, 8, 11, 5, 0, 11, 5]",2,89,0.0017459392547607422
SA,18,12,"[10, 1, 9, 4, 1, 3, 0, 8, 11, 11, 6, 2]",3,89,0.0016474723815917969
SA,19,12,"[2, 4, 1, 10, 5, 5, 1, 11, 0, 3, 6, 9]",2,89,0.0016264915466308594
SA,20,12,"[11, 0, 3, 6, 2, 10, 1, 9, 0, 5, 1, 8]",3,89,0.001638650894165039
SA,21,12,"[4, 9, 9, 3, 11, 11, 1, 10, 10, 0, 2, 8]",4,89,0.0016999244689941406
SA,22,12,"[10, 3, 5, 0, 11, 4, 6, 1, 3, 10, 8, 2]",2,89,0.001630544662475586
SA,23,12,"[7, 9, 10, 5, 1, 4, 0, 8, 11, 2, 6, 3]",1,89,0.0015339851379394531
SA,24,12,"[7, 0, 9, 11, 2, 5, 3, 1, 11, 10, 6, 4]",3,89,0.0015590190887451172
SA,25,12,"[10, 3, 11, 7, 5, 1, 6, 0, 11, 8, 8, 0]",4,89,0.0016176700592041016
SA,26,12,"[1, 11, 9, 6, 6, 10, 5, 0, 0, 7, 4, 8]",3,89,0.0016210079193115234
SA,27,12,"[10, 6, 4, 5, 8, 0, 5, 10, 1, 9, 2, 9]",5,89,0.0015947818756103516
SA,28,12,"[0, 7, 5, 7, 11, 6, 0, 2, 5, 10, 8, 1]",4,89,0.0016198158264160156
SA,29,12,"[11, 8, 5, 9, 1, 2, 4, 6, 0, 10, 4, 7]",3,89,0.0016338825225830078
GA,0,12,"[2, 0, 10, 6, 9, 3, 1, 11, 8, 5, 7, 4]",0,600,0.03846168518066406
GA,1,12,"[7, 2, 11, 3, 8, 4, 9, 1, 10, 5, 0, 6]",0,1100,0.07365179061889648
GA,2,12,"[10, 2, 6, 8, 0, 11, 9, 5, 1, 4, 7, 3]",0,200,0.008755683898925781
GA,3,12,"[2, 5, 7, 9, 1, 3, 0, 8, 11, 4, 6, 10]",1,10000,0.6896064281463623
GA,4,12,"[7, 3, 8, 2, 4, 9, 11, 5, 1, 10, 6, 0]",0,5000,0.3356289863586426
GA,5,12,"[9, 5, 10, 2, 11, 3, 7, 0, 8, 1, 4, 6]",0,8500,0.5847859382629395
GA,6,12,"[10, 5, 2, 0, 3, 7, 11, 8, 1, 4, 6, 9]",0,5400,0.38547515869140625
GA,7,12,"[8, 10, 5, 7, 1, 11, 0, 2, 4, 6, 3, 9]",1,10000,0.7290093898773193
GA,8,12,"[3, 11, 6, 2, 9, 1, 4, 8, 10, 0, 7, 5]",0,600,0.04707932472229004
GA,9,12,"[6, 10, 2, 7, 5, 0, 9, 1, 4, 11, 3, 8]",0,500,0.037778615951538086
GA,10,12,"[9, 4, 1, 8, 11, 3, 7, 0, 2, 5, 10, 6]",0,1700,0.14353513717651367
GA,11,12,"[2, 7, 10, 6, 5, 0, 11, 4, 8, 1, 3, 9]",1,10000,0.8145933151245117
GA,12,12,"[5, 0, 2, 7, 10, 8, 3, 1, 9, 11, 6, 4]",0,800,0.06344056129455566
GA,13,12,"[3, 10, 8, 11, 4, 2, 0, 6, 9, 7, 5, 1]",0,1100,0.0864403247833252
GA,14,12,"[6, 0, 5, 2, 4, 10, 8, 11, 9, 7, 3, 1]",1,10000,0.8097095489501953
GA,15,12,"[3, 5, 8, 10, 6, 2, 11, 1, 4, 7, 9, 0]",1,10000,0.7319684028625488
GA,16,12,"[8, 1, 9, 6, 0, 2, 10, 5, 7, 4, 11, 3]",0,900,0.06141972541809082
GA,17,12,"[8, 3, 0, 10, 5, 11, 1, 7, 4, 6, 9, 2]",1,10000,0.7098140716552734
GA,18,12,"[7, 9, 6, 0, 10, 1, 5, 2, 8, 3, 11, 4]",0,900,0.06086087226867676
GA,19,12,"[4, 2, 10, 5, 11, 8, 3, 0, 6, 1, 9, 7]",0,900,0.05977058410644531
GA,20,12,"[10, 4, 2, 8, 5, 11, 1, 6, 0, 3, 7, 9]",0,900,0.0905923843383789
GA,21,12,"[0, 10, 8, 4, 2, 9, 11, 6, 1, 3, 5, 7]",0,2700,0.384645938873291
GA,22,12,"[7, 2, 4, 8, 10, 1, 3, 5, 11, 9, 0, 6]",1,10000,0.829545259475708
GA,23,12,"[1, 4, 11, 7, 2, 10, 5, 0, 3, 9, 6, 8]",1,10000,0.7635483741760254
GA,24,12,"[6, 3, 11, 2, 7, 10, 1, 5, 9, 0, 4, 8]",0,1700,0.12269020080566406
GA,25,12,"[8, 4, 1, 7, 9, 2, 0, 5, 3, 10, 6, 11]",0,4300,0.30355405807495117
GA,26,12,"[9, 5, 3, 0, 10, 7, 4, 1, 11, 8, 6, 2]",0,1100,0.07415437698364258
GA,27,12,"[7, 3, 10, 6, 1, 11, 4, 8, 0, 5, 9, 2]",0,2100,0.14363670349121094
GA,28,12,"[7, 9, 0, 2, 4, 10, 8, 11, 5, 3, 1, 6]",0,1400,0.09508419036865234
GA,29,12,"[10, 4, 2, 9, 11, 1, 8, 6, 3, 0, 7, 5]",0,1500,0.10321974754333496
random,0,15,"[11, 4, 8, 13, 3, 14, 2, 12, 0, 11, 7, 1, 3, 6, 9]",6,10000,0.27519679069519043
random,1,15,"[5, 12, 8, 0, 13, 6, 9, 2, 4, 10, 7, 3, 1, 11, 14]",4,10000,0.2766890525817871
random,2,15,"[2, 5, 3, 1, 13, 6, 10, 13, 7, 9, 4, 0, 11, 8, 5]",6,10000,0.2763223648071289
random,3,15,"[14, 2, 5, 1, 4, 7, 12, 13, 5, 0, 9, 6, 11, 2, 10]",4,10000,0.2799813747406006
random,4,15,"[4, 2, 5, 10, 7, 0, 3, 9, 13, 1, 8, 7, 0, 12, 1]",5,10000,0.28052473068237305
random,5,15,"[14, 2, 11, 13, 4, 1, 9, 11, 14, 0, 3, 8, 13, 7, 12]",5,10000,0.2765994071960449
random,6,15,"[5, 9, 0, 14, 8, 2, 7, 1, 11, 11, 4, 6, 4, 2, 10]",5,10000,0.27664995193481445
random,7,15,"[2, 10, 8, 4, 14, 1, 6, 11, 13, 0, 9, 5, 2, 7, 7]",5,10000,0.2724025249481201
random,8,15,"[0, 3, 8, 6, 13, 8, 11, 14, 3, 6, 9, 5, 13, 1, 4]",6,10000,0.27372312545776367
random,9,15,"[8, 0, 14, 4, 1, 1, 9, 5, 13, 13, 3, 12, 7, 7, 6]",5,10000,0.2819249629974365
random,10,15,"[13, 6, 10, 0, 14, 14, 7, 3, 1, 2, 4, 9, 3, 12, 9]",5,10000,0.28968358039855957
random,11,15,"[8, 14, 6, 8, 0, 5, 12, 2, 9, 1, 4, 11, 0, 3, 7]",5,10000,0.3725149631500244
random,12,15,"[0, 7, 11, 14, 9, 6, 1, 3, 12, 2, 4, 14, 0, 2, 13]",5,10000,0.28685784339904785
random,13,15,"[1, 8, 2, 3, 12, 14, 11, 0, 2, 11, 6, 3, 0, 10, 13]",6,10000,0.33281421661376953
random,14,15,"[9, 4, 8, 14, 12, 6, 2, 0, 12, 4, 2, 9, 3, 1, 13]",5,10000,0.3263282775878906
random,15,15,"[6, 9, 13, 5, 14, 3, 7, 12, 12, 2, 9, 0, 4, 8, 10]",5,10000,0.3237605094909668
random,16,15,"[0, 7, 14, 13, 1, 10, 4, 0, 6, 2, 2, 13, 11, 9, 5]",6,10000,0.314115047454834
random,17,15,"[3, 8, 6, 9, 2, 14, 7, 10, 0, 14, 1, 11, 8, 5, 2]",6,10000,0.3098750114440918
random,18,15,"[4, 7, 14, 11, 13, 4, 6, 14, 9, 0, 12, 5, 8, 10, 1]",5,10000,0.2944624423980713
random,19,15,"[11, 7, 12, 3, 1, 13, 10, 14, 1, 5, 0, 8, 5, 2, 9]",5,10000,0.2959418296813965
random,20,15,"[9, 0, 3, 11, 14, 2, 10, 1, 13, 4, 13, 4, 12, 9, 1]",5,10000,0.29321789741516113
random,21,15,"[11, 1, 7, 4, 8, 1, 2, 13, 3, 6, 3, 10, 5, 12, 0]",6,10000,0.3077375888824463
random,22,15,"[12, 14, 1, 11, 2, 0, 4, 10, 13, 11, 1, 8, 6, 3, 10]",4,10000,0.29310083389282227
random,23,15,"[2, 13, 6, 0, 5, 4, 11, 1, 7, 12, 1, 11, 8, 3, 10]",6,10000,0.28565025329589844
random,24,15,"[4, 6, 12, 14, 13, 3, 9, 2, 0, 3, 10, 5, 1, 6, 11]",5,10000,0.27725863456726074
random,25,15,"[11, 5, 14, 10, 4, 0, 3, 12, 9, 3, 2, 7, 3, 9, 13]",6,10000,0.2781693935394287
random,26,15,"[8, 0, 4, 14, 10, 5, 5, 11, 1, 7, 2, 11, 3, 13, 9]",6,10000,0.28858184814453125
random,27,15,"[7, 11, 8, 6, 0, 4, 14, 7, 10, 1, 3, 0, 3, 11, 2]",6,10000,0.27367568016052246
random,28,15,"[11, 3, 5, 11, 2, 4, 7, 14, 12, 14, 5, 1, 6, 13, 3]",4,10000,0.26947999000549316
random,29,15,"[3, 1, 14, 2, 8, 7, 0, 3, 1, 6, 11, 9, 7, 5, 12]",5,10000,0.27439069747924805
HC,0,15,"[13, 5, 12, 14, 6, 0, 2, 8, 1, 3, 9, 11, 4, 10, 7]",1,1891,0.03545808792114258
HC,1,15,"[2, 11, 13, 8, 12, 1, 4, 1, 14, 0, 7, 3, 12, 6, 9]",2,1891,0.0353083610534668
HC,2,15,"[13, 5, 0, 8, 1, 12, 8, 2, 11, 3, 10, 7, 4, 14, 9]",2,1891,0.03496527671813965
HC,3,15,"[3, 5, 8, 2, 5, 14, 11, 7, 10, 4, 1, 9, 0, 3, 13]",3,1051,0.01920032501220703
HC,4,15,"[3, 4, 9, 11, 6, 10, 2, 13, 1, 0, 14, 8, 13, 5, 12]",3,1471,0.02682209014892578
HC,5,15,"[9, 4, 1, 5, 8, 11, 13, 3, 10, 14, 2, 0, 13, 7, 12]",3,1051,0.01925373077392578
HC,6,15,"[3, 9, 13, 1, 14, 12, 8, 6, 0, 2, 10, 5, 7, 14, 11]",1,1471,0.02651691436767578
HC,7,15,"[5, 2, 6, 10, 12, 1, 4, 13, 1, 6, 9, 11, 14, 8, 3]",2,1261,0.022937297821044922
HC,8,15,"[3, 5, 7, 2, 14, 11, 14, 1, 9, 4, 12, 8, 0, 13, 10]",1,1681,0.030243635177612305
HC,9,15,"[12, 9, 7, 4, 2, 6, 13, 10, 0, 5, 8, 11, 14, 3, 1]",2,1471,0.02742290496826172
HC,10,15,"[9, 2, 6, 8, 14, 0, 3, 7, 4, 11, 13, 4, 10, 12, 5]",2,1471,0.026599407196044922
HC,11,15,"[11, 6, 4, 0, 14, 12, 7, 5, 8, 13, 9, 3, 2, 7, 1]",2,1891,0.0329592227935791
HC,12,15,"[1, 13, 10, 8, 14, 5, 2, 6, 0, 11, 7, 4, 10, 3, 9]",2,1471,0.027346372604370117
HC,13,15,"[4, 7, 10, 14, 11, 1, 5, 9, 2, 0, 3, 12, 2, 13, 6]",1,1891,0.033838748931884766
HC,14,15,"[1, 9, 6, 8, 0, 12, 3, 5, 11, 4, 4, 11, 14, 2, 7]",2,1681,0.03064417839050293
HC,15,15,"[3, 1, 8, 11, 9, 7, 1, 4, 0, 0, 14, 12, 10, 2, 13]",2,1261,0.023523330688476562
HC,16,15,"[5, 8, 1, 12, 4, 13, 7, 0, 6, 11, 2, 14, 9, 3, 10]",0,1891,0.03510570526123047
HC,17,15,"[13, 6, 9, 0, 5, 0, 2, 3, 11, 11, 8, 10, 4, 1, 14]",3,1261,0.022701263427734375
HC,18,15,"[13, 1, 14, 7, 5, 3, 9, 12, 10, 8, 2, 0, 2, 7, 11]",2,1891,0.03504347801208496
HC,19,15,"[10, 0, 5, 14, 8, 1, 13, 12, 6, 11, 3, 7, 4, 2, 9]",2,1681,0.030613183975219727
HC,20,15,"[5, 11, 6, 12, 12, 8, 0, 2, 14, 10, 10, 13, 9, 1, 3]",2,1681,0.030894994735717773
HC,21,15,"[2, 6, 14, 1, 10, 4, 0, 11, 3, 12, 7, 12, 8, 13, 5]",1,1471,0.02812814712524414
HC,22,15,"[6, 13, 3, 0, 9, 7, 2, 11, 1, 4, 10, 14, 5, 12, 8]",3,1051,0.01972675323486328
HC,23,15,"[14, 12, 7, 2, 13, 3, 0, 9, 4, 1, 10, 8, 5, 2, 11]",3,1471,0.027488231658935547
HC,24,15,"[4, 6, 13, 9, 14, 0, 8, 3, 5, 10, 10, 1, 11, 12, 2]",3,1261,0.02327442169189453
HC,25,15,"[6, 12, 14, 5, 13, 9, 3, 14, 11, 1, 10, 7, 0, 2, 8]",1,1471,0.027137041091918945
HC,26,15,"[9, 14, 3, 10, 3, 1, 6, 13, 0, 2, 12, 5, 7, 4, 11]",1,1471,0.0271756649017334
HC,27,15,"[0, 7, 11, 6, 1, 10, 1, 14, 4, 13, 9, 12, 2, 5, 3]",1,2101,0.03841853141784668
HC,28,15,"[1, 11, 2, 5, 9, 14, 4, 0, 7, 13, 7, 12, 6, 3, 10]",2,1681,0.0308685302734375
HC,29,15,"[1, 3, 5, 9, 13, 9, 4, 12, 8, 14, 5, 10, 6, 0, 11]",3,1261,0.022899866104125977
SA,0,15,"[13, 12, 0, 8, 1, 2, 6, 9, 4, 10, 14, 14, 3, 1, 13]",6,89,0.0022306442260742188
SA,1,15,"[3, 7, 9, 11, 9, 1, 6, 8, 0, 13, 7, 5, 14, 4, 12]",5,89,0.002134084701538086
SA,2,15,"[7, 12, 8, 3, 1, 4, 10, 8, 9, 11, 2, 0, 6, 10, 5]",4,89,0.0021800994873046875
SA,3,15,"[3, 0, 14, 11, 4, 14, 12, 2, 7, 5, 1, 13, 1, 10, 6]",4,89,0.0022459030151367188
SA,4,15,"[8, 14, 4, 7, 1, 11, 13, 0, 9, 3, 4, 2, 10, 12, 6]",2,89,0.002353191375732422
SA,5,15,"[9, 13, 8, 14, 11, 3, 1, 12, 10, 3, 6, 2, 12, 5, 11]",4,89,0.0021779537200927734
SA,6,15,"[10, 4, 13, 1, 8, 11, 7, 14, 2, 13, 1, 9, 5, 10, 0]",6,89,0.0021822452545166016
SA,7,15,"[11, 14, 4, 6, 9, 2, 2, 7, 12, 1, 8, 5, 7, 10, 3]",3,89,0.002193450927734375
SA,8,15,"[1, 11, 6, 13, 7, 0, 1, 12, 5, 8, 4, 4, 10, 3, 14]",5,89,0.0022127628326416016
SA,9,15,"[7, 3, 10, 12, 1, 9, 4, 12, 0, 8, 13, 1, 6, 5, 14]",5,89,0.0022444725036621094
SA,10,15,"[8, 0, 1, 6, 13, 9, 7, 5, 13, 11, 4, 8, 12, 2, 14]",5,89,0.0022878646850585938
